Age,Gender,Marital Status,Department,Job Role,Job Level,Monthly Income,Hourly Rate,Years At Company,Years In Current Role,Years Since Last Promotion,Work Life Balance,Job Satisfaction,Performance Rating,Training Hours Last Year,Overtime,Project Count,Average Hours Worked Per Week,Absenteeism,Work Environment Satisfaction,Relationship With Manager,Job Involvement,Distance From Home,Number Of Companies Worked,Attrition
53,Male,Divorced,Sales,Assistant,4,7897,59,11,9,0,4,4,3,25,No,3,34,17,1,3,4,3,1,No
57,Female,Single,Sales,Assistant,3,9001,34,15,9,6,4,3,1,50,Yes,3,45,12,3,1,3,47,4,No
52,Female,Single,IT,Manager,3,14113,38,19,6,2,3,2,2,46,No,7,41,7,2,3,4,48,2,Yes
43,Male,Single,IT,Executive,4,7567,75,16,2,5,2,5,4,25,Yes,2,52,11,2,1,4,43,4,No
34,Male,Married,Marketing,Manager,3,12271,72,22,12,6,1,3,1,83,No,2,31,0,2,1,2,21,4,No
49,Female,Married,Finance,Manager,1,17348,41,21,10,0,3,4,2,91,No,3,59,19,1,1,4,41,1,No
36,Female,Single,IT,Analyst,3,14703,40,28,11,0,1,1,1,83,Yes,4,58,17,2,3,1,8,1,No
24,Male,Married,HR,Analyst,3,16329,21,20,7,4,1,4,4,74,Yes,6,35,2,4,4,3,22,1,No
48,Male,Single,Sales,Assistant,4,5741,56,12,9,5,4,4,3,73,No,8,52,11,1,3,4,5,1,Yes
23,Male,Single,HR,Manager,4,9256,61,18,6,8,3,3,4,60,Yes,7,50,18,3,2,3,17,4,No
29,Male,Single,Sales,Assistant,3,3228,67,23,3,0,4,5,2,22,Yes,4,54,12,3,2,4,37,1,No
36,Female,Single,Sales,Executive,2,19678,73,13,14,3,3,3,4,36,No,2,59,9,2,4,2,14,1,No
29,Male,Single,IT,Manager,4,7284,52,5,7,9,1,1,2,40,No,2,33,14,1,4,1,39,4,No
36,Male,Single,IT,Manager,5,16264,83,4,5,7,4,3,1,51,No,4,59,19,4,4,3,41,2,Yes
39,Male,Single,HR,Executive,5,16390,67,28,1,9,1,2,2,82,Yes,6,59,1,4,1,2,28,2,No
43,Male,Married,Sales,Executive,1,3918,29,14,3,8,3,4,3,81,No,3,42,18,1,4,3,31,3,No
24,Female,Single,HR,Assistant,3,14445,40,8,5,2,2,5,3,48,No,6,39,2,2,4,2,17,4,No
53,Female,Single,Finance,Assistant,2,3498,62,9,7,1,4,1,3,26,Yes,5,46,13,3,4,1,35,1,No
25,Female,Married,HR,Executive,1,5809,33,25,3,3,4,4,1,5,Yes,5,43,6,3,3,4,40,3,No
21,Male,Married,Marketing,Assistant,3,7961,23,19,6,1,1,3,2,73,No,2,53,7,4,2,2,22,2,No
32,Male,Married,HR,Executive,4,12017,78,3,5,0,1,2,1,65,Yes,8,44,10,4,2,3,45,2,No
30,Female,Single,Marketing,Manager,5,6779,68,5,13,2,2,3,4,23,No,5,37,19,4,4,3,48,4,No
42,Male,Divorced,Marketing,Manager,2,13050,65,21,1,6,4,4,4,37,Yes,2,52,5,3,2,2,29,1,Yes
35,Male,Divorced,Marketing,Analyst,5,5118,53,26,10,0,3,1,4,27,No,7,53,10,4,3,1,10,1,No
50,Female,Married,Finance,Manager,4,9391,18,18,6,1,3,5,4,27,Yes,9,47,16,3,2,1,18,3,No
30,Female,Divorced,HR,Executive,3,3145,17,1,14,0,4,4,3,65,Yes,9,32,9,3,1,4,35,2,No
35,Female,Married,HR,Assistant,4,16929,78,8,8,7,4,1,2,60,Yes,1,54,16,2,3,4,44,3,No
27,Female,Single,Finance,Analyst,4,17917,43,19,13,4,4,4,3,45,Yes,7,46,1,2,2,3,16,3,No
23,Male,Divorced,Sales,Assistant,5,7565,25,17,13,7,2,2,2,68,No,9,53,5,2,2,3,49,3,No
59,Male,Single,IT,Executive,2,19576,72,17,1,2,3,3,2,74,Yes,6,53,4,4,3,4,7,1,No
23,Female,Divorced,HR,Manager,4,9637,89,11,2,6,3,5,1,73,No,1,36,3,3,2,4,30,2,No
44,Male,Single,IT,Analyst,5,11243,41,2,14,7,1,1,4,42,Yes,2,42,1,4,2,4,19,3,No
22,Female,Divorced,Finance,Executive,2,5410,35,6,4,5,1,5,2,58,Yes,4,59,11,3,4,2,23,2,No
51,Female,Single,Sales,Analyst,3,4820,53,22,12,6,4,5,4,1,No,4,56,2,2,1,4,8,2,No
22,Male,Single,Sales,Analyst,3,5521,60,14,2,1,1,5,4,14,Yes,2,45,5,2,3,2,17,3,Yes
46,Female,Divorced,Sales,Manager,1,8882,80,3,11,7,2,1,4,36,Yes,8,34,13,4,4,2,21,3,No
48,Male,Single,Finance,Executive,5,4867,50,12,9,4,3,1,3,70,No,2,33,7,3,2,4,26,4,No
51,Male,Single,Marketing,Assistant,2,10465,89,4,10,6,3,5,4,19,Yes,3,55,13,4,3,1,28,1,No
38,Male,Single,Marketing,Analyst,4,14461,96,12,8,0,1,3,2,97,No,4,39,2,1,3,1,39,2,No
40,Male,Divorced,IT,Analyst,3,9103,79,13,8,4,4,4,3,34,Yes,9,42,15,4,1,3,33,3,No
24,Female,Divorced,Marketing,Assistant,2,15197,77,2,4,0,1,5,4,33,Yes,1,39,14,2,1,4,40,3,No
37,Male,Single,Marketing,Executive,5,18424,49,2,5,7,4,2,1,85,Yes,8,43,6,3,3,3,19,2,No
47,Female,Single,Sales,Analyst,1,19053,45,15,4,3,2,5,4,30,No,5,55,14,3,1,4,29,3,Yes
41,Female,Divorced,Sales,Analyst,3,3240,42,23,13,3,3,1,4,86,Yes,7,51,12,4,1,3,20,4,No
40,Female,Divorced,IT,Analyst,2,7631,15,29,9,1,2,4,3,18,Yes,8,41,5,2,2,2,20,2,No
25,Female,Single,HR,Executive,2,12599,39,17,13,4,3,2,2,67,Yes,5,56,14,1,1,4,10,3,No
20,Male,Single,IT,Executive,2,14694,57,7,2,0,2,4,4,23,Yes,8,30,16,4,1,1,12,2,No
24,Male,Single,IT,Assistant,5,8077,98,28,13,8,1,4,3,83,Yes,8,58,3,3,4,4,33,3,No
31,Female,Married,Finance,Executive,5,6768,81,14,11,4,2,2,3,38,Yes,9,50,13,2,2,3,25,3,No
45,Female,Divorced,Finance,Executive,5,12142,77,12,8,5,2,5,2,91,Yes,2,59,14,3,2,3,25,1,No
53,Male,Married,IT,Manager,4,10995,65,17,2,1,1,5,3,53,Yes,3,49,11,3,3,3,4,2,No
33,Female,Divorced,IT,Assistant,2,16276,16,14,1,9,3,5,2,38,Yes,1,49,18,3,1,3,4,1,No
45,Male,Divorced,IT,Analyst,3,15746,96,6,10,9,3,3,1,16,No,4,36,9,3,4,3,9,3,No
46,Female,Divorced,Marketing,Executive,5,14475,78,19,3,0,1,5,4,18,Yes,5,38,5,1,4,3,15,2,No
28,Male,Divorced,Finance,Analyst,5,9568,88,24,9,3,2,2,3,47,No,1,37,8,2,2,1,26,2,No
45,Female,Divorced,IT,Analyst,2,5601,83,6,12,6,2,3,1,34,No,8,56,1,4,1,3,15,4,No
41,Female,Divorced,Sales,Manager,5,9080,23,27,3,5,2,5,3,31,No,2,42,3,2,4,1,26,4,Yes
49,Male,Divorced,Sales,Executive,4,16854,16,18,9,9,4,3,3,46,Yes,1,43,8,2,3,4,28,3,No
36,Female,Married,Marketing,Assistant,4,5159,48,24,7,0,3,2,1,46,No,2,41,14,2,1,2,7,3,No
45,Female,Single,Marketing,Executive,5,11313,74,5,13,0,2,5,3,63,No,5,37,12,4,1,1,32,3,No
55,Male,Single,HR,Analyst,2,7368,75,24,10,7,3,1,3,45,No,9,50,19,2,1,4,12,3,No
20,Female,Married,HR,Assistant,2,4317,45,24,1,3,2,2,1,34,Yes,9,51,7,4,4,2,35,4,No
27,Male,Married,HR,Executive,2,16272,24,6,10,4,1,4,3,93,No,2,47,18,4,2,1,32,2,Yes
54,Male,Married,Marketing,Analyst,1,4230,90,2,5,6,1,4,2,16,Yes,2,45,18,1,2,1,9,1,No
34,Female,Married,Marketing,Analyst,5,4301,50,8,9,7,3,2,3,41,No,3,58,15,3,3,4,14,2,No
41,Female,Divorced,Marketing,Manager,2,18927,99,15,12,9,3,4,4,28,No,7,40,10,4,4,3,13,2,No
33,Female,Single,Sales,Manager,4,4910,63,15,3,6,1,2,3,69,Yes,3,45,9,3,1,1,44,4,No
45,Female,Divorced,Marketing,Manager,3,17904,84,11,9,1,4,1,4,16,Yes,1,43,7,2,3,1,33,2,No
47,Female,Single,Sales,Analyst,3,11107,63,22,5,3,1,2,4,80,No,6,32,0,3,3,4,32,2,No
42,Female,Single,HR,Executive,2,5757,17,22,9,9,2,5,3,13,No,3,50,9,3,2,3,19,3,Yes
33,Female,Married,HR,Manager,3,9464,88,24,10,0,4,5,1,23,No,1,31,17,3,1,2,30,1,Yes
43,Male,Divorced,HR,Executive,3,19562,19,1,6,9,1,3,2,56,Yes,4,32,2,2,1,3,16,2,No
21,Female,Married,IT,Manager,1,12088,75,18,9,8,4,4,2,49,Yes,1,33,10,2,4,3,12,2,No
45,Male,Divorced,IT,Assistant,4,18124,99,12,7,2,4,4,3,56,No,1,51,17,4,4,4,10,1,Yes
33,Female,Single,Finance,Assistant,4,17260,40,12,7,2,4,2,1,60,No,2,34,2,4,4,3,2,3,No
26,Female,Married,Finance,Manager,1,12743,86,25,8,9,3,4,1,38,Yes,8,39,7,1,3,4,18,4,No
22,Male,Married,Finance,Analyst,1,11683,19,11,7,8,1,5,2,54,Yes,2,49,13,2,1,2,13,4,No
42,Female,Single,IT,Manager,3,3060,29,28,12,9,3,1,1,95,No,2,58,5,1,2,1,29,2,No
37,Female,Single,IT,Manager,5,12269,30,8,9,2,3,2,3,35,Yes,8,31,14,2,3,1,24,3,No
57,Male,Single,Finance,Analyst,3,5895,15,28,11,7,2,4,3,36,No,6,41,13,3,3,4,38,4,No
54,Female,Married,Finance,Assistant,1,18323,30,7,9,1,2,5,1,13,Yes,4,56,6,1,2,4,12,4,No
34,Female,Divorced,Marketing,Executive,4,15352,51,23,6,2,4,3,3,26,No,3,34,9,1,2,3,29,4,No
44,Female,Married,Finance,Manager,3,14875,17,21,7,1,4,4,4,82,No,1,34,14,1,4,3,22,4,No
56,Male,Divorced,Marketing,Analyst,5,19969,66,2,2,0,2,1,2,30,No,3,56,9,2,2,1,36,4,Yes
47,Female,Married,Sales,Manager,3,8823,61,11,9,1,2,1,3,72,Yes,9,52,16,4,2,1,1,2,No
29,Female,Married,IT,Analyst,2,14962,27,22,12,7,1,4,1,80,No,5,30,18,1,2,1,43,4,Yes
58,Female,Single,Finance,Executive,3,3534,94,10,13,8,4,4,2,82,No,6,33,16,4,2,4,40,2,No
36,Female,Divorced,IT,Executive,1,7011,69,3,1,1,4,5,3,43,Yes,5,56,11,2,4,2,34,1,No
58,Male,Married,IT,Assistant,4,5155,35,20,1,6,2,4,2,67,No,1,50,14,1,3,2,34,1,Yes
41,Male,Married,IT,Analyst,4,9957,80,29,3,4,1,3,1,47,No,1,53,11,2,1,4,48,3,No
45,Female,Single,Sales,Analyst,1,12196,68,10,12,2,2,5,4,56,No,4,41,8,4,1,3,33,2,No
44,Female,Single,HR,Assistant,2,13691,41,28,6,8,2,2,4,74,Yes,3,41,4,4,3,2,4,3,No
36,Male,Divorced,Finance,Assistant,1,16327,52,27,5,5,3,3,3,21,Yes,8,45,3,1,1,3,38,1,No
32,Male,Married,HR,Analyst,3,5706,72,18,2,0,4,5,4,3,Yes,7,53,11,4,1,1,30,1,No
39,Female,Divorced,HR,Assistant,1,3001,76,14,9,4,1,5,3,80,Yes,7,46,15,3,3,1,46,1,No
44,Male,Married,HR,Executive,1,12225,60,18,14,6,3,1,2,71,No,8,50,8,3,1,3,20,1,No
23,Female,Divorced,IT,Manager,2,17820,25,28,13,3,4,5,3,45,Yes,7,39,2,1,1,1,26,4,Yes
29,Male,Single,Marketing,Executive,3,13891,86,24,10,7,2,3,3,58,Yes,2,46,2,2,3,4,15,1,No
22,Male,Married,IT,Assistant,5,4861,22,8,14,9,1,4,3,33,Yes,4,46,17,2,1,3,7,4,No
37,Male,Divorced,IT,Analyst,5,8269,85,10,4,4,4,3,4,10,No,6,47,16,2,2,3,7,4,No
55,Male,Single,HR,Analyst,4,14112,78,22,4,8,2,2,3,30,No,3,31,9,3,3,3,29,3,Yes
41,Female,Single,IT,Executive,1,18699,35,13,5,8,3,5,1,10,No,3,54,1,4,4,2,23,4,No
53,Male,Divorced,HR,Analyst,4,11320,86,21,8,8,1,5,3,55,Yes,6,33,10,3,1,3,34,3,No
27,Male,Married,Marketing,Assistant,2,19821,77,8,10,0,4,5,2,37,No,1,48,2,4,4,3,20,4,No
59,Female,Married,Finance,Executive,5,13740,99,4,4,1,3,5,1,20,No,1,40,1,3,1,3,15,4,No
38,Male,Single,HR,Analyst,1,6129,78,27,5,2,2,1,2,93,Yes,5,46,8,2,2,2,33,1,No
56,Male,Married,Marketing,Manager,2,17380,34,4,12,3,2,1,2,9,No,1,41,18,2,3,1,17,2,Yes
25,Female,Married,Finance,Manager,2,14360,22,5,4,9,4,4,2,25,Yes,8,31,1,2,4,2,20,4,Yes
45,Male,Married,Sales,Assistant,1,8398,72,1,14,8,2,5,1,90,Yes,2,35,18,1,3,4,13,2,No
53,Female,Single,HR,Analyst,2,8529,60,17,6,9,1,2,1,7,No,6,38,1,1,4,3,44,2,No
25,Female,Divorced,HR,Assistant,1,6918,45,2,12,5,4,4,4,7,Yes,5,34,14,4,1,4,24,2,No
56,Female,Married,Sales,Executive,1,19410,23,8,3,0,3,5,1,59,Yes,4,49,2,1,2,2,47,4,No
52,Female,Single,Sales,Manager,3,9937,29,7,8,8,4,1,3,71,Yes,1,58,4,3,4,1,37,2,No
41,Male,Single,HR,Executive,4,10118,40,15,6,5,4,2,2,33,Yes,3,50,10,3,4,1,7,4,No
40,Female,Divorced,Sales,Analyst,2,19931,24,26,10,3,3,4,4,15,Yes,4,38,6,4,2,3,8,1,Yes
25,Male,Married,IT,Assistant,2,13860,43,25,5,3,2,2,1,12,Yes,2,57,5,4,2,1,23,4,Yes
25,Male,Married,Finance,Assistant,3,8338,94,5,13,2,3,5,2,86,No,2,58,13,2,2,2,14,3,No
23,Male,Divorced,Finance,Assistant,3,15472,50,2,2,6,1,3,1,75,Yes,2,52,0,1,2,2,4,1,No
49,Male,Divorced,Finance,Executive,3,6140,98,7,10,2,2,2,4,90,Yes,1,37,16,2,2,1,21,2,No
30,Male,Single,IT,Manager,5,10996,51,8,10,1,4,2,1,21,Yes,2,49,16,1,3,3,46,2,No
49,Male,Single,Sales,Executive,5,18489,85,28,7,9,2,1,1,95,Yes,6,56,13,1,1,3,10,3,No
50,Male,Divorced,Marketing,Executive,5,17201,37,7,2,7,2,5,2,26,No,3,37,9,4,1,2,22,1,No
43,Male,Married,Sales,Analyst,1,10776,55,7,1,3,1,2,3,63,No,5,51,7,2,4,1,30,3,No
28,Male,Single,HR,Analyst,2,7943,94,28,7,7,2,5,1,1,Yes,1,50,7,2,2,2,30,2,No
22,Male,Single,Finance,Analyst,4,15886,42,14,5,0,2,1,4,96,No,8,58,13,1,3,2,16,4,No
50,Female,Married,Sales,Manager,1,11997,62,21,1,4,2,5,1,25,Yes,4,57,6,1,3,4,11,2,Yes
59,Female,Single,Marketing,Manager,2,10798,52,18,4,8,4,1,1,91,Yes,9,52,5,4,4,2,22,3,No
56,Female,Married,HR,Analyst,2,11092,45,6,12,0,2,1,3,82,Yes,4,35,3,3,2,3,29,4,No
55,Male,Married,IT,Analyst,3,6225,28,4,13,3,3,4,2,68,Yes,2,32,0,2,1,1,25,4,Yes
43,Female,Married,IT,Manager,3,14810,87,10,4,5,2,5,4,96,No,3,34,14,2,2,1,14,2,No
50,Female,Divorced,Marketing,Assistant,1,17914,91,18,10,9,1,3,2,83,No,5,38,14,4,3,4,14,4,No
25,Female,Divorced,HR,Manager,3,5460,43,12,7,7,2,4,2,29,Yes,6,36,0,4,2,4,2,1,No
21,Male,Divorced,Finance,Manager,2,11737,65,16,9,2,2,1,2,7,Yes,7,57,19,2,1,3,13,2,No
39,Male,Married,Sales,Manager,3,16920,63,25,2,4,4,3,1,37,No,4,33,2,2,1,4,3,2,No
47,Male,Married,HR,Analyst,5,13754,57,7,12,6,3,2,3,60,No,7,36,4,1,4,2,30,1,No
30,Male,Divorced,IT,Assistant,3,13833,86,6,14,0,2,2,1,80,Yes,3,34,4,3,3,2,18,2,Yes
23,Female,Single,Marketing,Manager,2,6114,19,28,1,6,3,4,4,64,No,7,40,3,2,2,3,36,3,Yes
34,Female,Married,Marketing,Analyst,1,18360,56,5,2,7,1,3,3,66,Yes,4,58,16,4,2,1,21,3,No
25,Female,Single,Sales,Executive,4,12951,21,3,7,7,4,5,2,45,No,8,44,19,1,4,3,19,2,No
49,Female,Single,Marketing,Executive,3,5565,56,12,13,8,3,3,3,89,No,9,31,13,1,4,4,16,1,No
57,Male,Married,Marketing,Manager,2,6174,50,15,10,5,4,4,4,94,No,7,42,7,4,4,1,28,4,No
21,Male,Married,HR,Executive,4,5630,41,10,6,5,2,5,1,71,No,8,51,1,4,3,1,4,1,No
34,Male,Single,Finance,Assistant,4,6161,72,26,4,1,1,5,1,42,Yes,8,45,7,1,2,1,15,3,Yes
30,Female,Single,Sales,Executive,5,7321,60,20,1,2,4,2,2,58,Yes,2,36,0,4,4,4,1,2,No
27,Male,Divorced,HR,Executive,4,16204,80,19,13,3,2,3,1,45,No,9,37,3,1,3,2,48,1,No
45,Male,Divorced,Finance,Assistant,2,10099,39,16,1,3,3,5,1,71,Yes,6,35,18,4,2,2,47,4,No
24,Female,Married,HR,Manager,2,14360,87,28,5,7,1,4,4,34,No,4,53,4,1,1,4,16,4,No
25,Female,Divorced,HR,Manager,3,13313,41,11,1,0,1,2,3,38,No,5,36,4,2,4,4,20,4,Yes
45,Male,Divorced,Marketing,Assistant,3,16502,15,8,12,9,3,5,1,91,Yes,5,47,19,2,3,3,33,4,No
23,Male,Divorced,Finance,Assistant,3,8801,88,3,7,3,3,3,4,50,Yes,7,59,18,4,2,3,17,1,Yes
38,Male,Divorced,Sales,Assistant,4,17130,56,23,13,3,1,2,4,3,Yes,9,51,11,3,2,2,5,4,No
39,Male,Single,Sales,Executive,4,17271,66,7,11,0,4,3,2,79,No,7,54,19,2,4,4,5,3,No
52,Male,Married,Finance,Assistant,5,19075,39,23,1,2,1,3,4,76,Yes,9,57,0,1,4,3,39,4,No
39,Male,Divorced,Marketing,Analyst,3,7151,68,29,1,4,3,3,2,83,Yes,4,51,6,3,2,4,13,3,No
31,Female,Single,IT,Executive,1,11911,81,7,2,5,4,2,1,50,Yes,4,49,16,1,3,4,44,1,No
20,Female,Single,HR,Manager,5,15861,20,14,13,8,2,5,2,4,Yes,6,36,1,1,1,2,36,3,No
45,Female,Single,Marketing,Manager,1,3666,72,2,14,8,1,1,4,54,No,8,32,10,2,2,2,30,1,No
33,Male,Divorced,Finance,Manager,4,19667,84,10,11,8,3,5,3,19,No,9,34,6,4,3,4,4,4,Yes
57,Female,Divorced,HR,Executive,5,8840,67,19,12,0,2,2,3,23,No,1,30,16,4,4,1,23,2,No
56,Male,Married,Sales,Analyst,5,6565,80,26,10,8,1,1,1,35,No,1,44,2,1,2,1,21,3,No
30,Male,Divorced,IT,Assistant,2,13426,72,9,3,7,1,1,1,33,No,8,55,5,2,4,4,21,3,Yes
55,Female,Divorced,Sales,Assistant,4,10366,96,16,13,1,4,1,3,53,No,7,32,10,1,1,2,6,2,Yes
32,Male,Single,Finance,Manager,4,18630,16,19,11,0,3,4,2,33,No,9,37,17,3,4,1,24,1,No
22,Male,Married,HR,Manager,5,10382,90,18,1,0,2,2,1,82,Yes,3,54,17,1,1,2,47,1,No
52,Female,Divorced,Finance,Executive,4,19149,36,9,9,5,1,4,4,16,No,5,38,9,2,4,1,31,4,No
25,Female,Divorced,HR,Analyst,5,18871,51,16,10,8,4,1,1,4,No,3,44,4,1,4,4,19,3,No
29,Female,Single,Marketing,Assistant,2,16273,34,13,8,6,2,4,2,88,No,5,39,14,2,1,3,38,1,No
24,Male,Single,IT,Executive,5,3992,38,10,5,4,2,4,1,17,No,1,31,19,4,4,3,12,4,No
42,Female,Divorced,Marketing,Assistant,4,9858,98,25,13,1,1,2,4,54,Yes,4,49,3,2,3,2,14,1,Yes
29,Female,Married,Marketing,Manager,4,5121,79,20,11,0,2,3,4,52,No,6,34,0,3,4,2,12,2,No
21,Male,Married,Finance,Assistant,5,15388,79,14,2,1,1,4,4,49,No,2,48,14,2,2,1,15,2,No
32,Female,Single,IT,Analyst,5,7136,95,12,5,0,4,4,2,71,Yes,7,42,16,3,4,4,19,2,No
59,Female,Single,HR,Analyst,5,19727,15,25,6,2,4,1,2,90,No,8,40,18,3,3,1,28,4,No
21,Female,Divorced,HR,Manager,3,15653,17,19,14,5,2,1,4,78,No,1,30,13,1,2,4,40,3,No
39,Male,Single,Sales,Analyst,4,18479,60,7,1,7,1,1,4,44,No,4,51,18,3,3,4,41,2,No
20,Male,Divorced,HR,Analyst,4,7823,69,23,11,2,3,5,2,12,No,4,59,17,2,2,2,5,2,No
56,Male,Married,Finance,Executive,3,7920,89,15,4,9,4,4,2,15,No,5,44,1,4,4,3,5,1,Yes
28,Male,Married,Marketing,Assistant,5,8471,78,16,9,8,1,1,2,85,No,4,55,5,2,3,3,6,2,No
36,Female,Divorced,Marketing,Manager,2,12533,59,27,2,9,1,2,3,83,No,9,47,12,4,4,2,23,3,No
28,Male,Single,Marketing,Manager,5,10127,40,8,5,4,1,5,2,12,Yes,7,45,16,3,2,3,3,4,No
30,Male,Married,IT,Manager,5,6720,91,10,1,6,2,3,4,19,Yes,2,38,5,1,3,2,37,2,No
34,Female,Single,HR,Manager,3,18696,79,4,4,7,3,4,3,65,No,1,30,4,3,1,1,33,4,No
43,Female,Married,Finance,Manager,4,4364,38,19,4,2,2,4,2,98,Yes,9,40,6,3,3,4,43,4,No
57,Female,Divorced,IT,Analyst,5,5708,88,19,6,1,4,2,4,46,No,1,38,0,4,4,3,21,3,No
54,Male,Divorced,Sales,Executive,4,15982,49,28,10,1,2,3,1,18,Yes,6,52,12,2,1,3,20,1,No
49,Male,Divorced,Finance,Manager,1,3151,38,21,9,4,1,3,3,44,No,2,40,18,1,1,1,1,1,No
50,Male,Married,Finance,Executive,4,5321,42,27,3,0,2,5,4,36,Yes,4,42,0,1,2,1,39,4,No
24,Female,Single,Finance,Executive,2,16865,94,15,9,1,1,4,1,53,No,6,55,12,1,1,3,47,2,No
33,Female,Single,Marketing,Analyst,2,3495,30,14,6,8,3,1,4,5,Yes,5,31,10,1,1,3,17,4,No
30,Male,Single,Finance,Manager,5,14987,73,1,7,6,2,2,2,13,Yes,6,43,6,2,2,2,29,1,No
28,Female,Married,HR,Analyst,4,5148,95,16,12,5,2,2,2,3,No,3,35,19,1,3,2,8,2,Yes
53,Female,Married,Finance,Manager,5,3556,68,10,10,8,2,2,1,85,No,5,37,2,4,4,3,26,1,No
31,Female,Married,Marketing,Analyst,3,16393,93,19,2,6,1,2,2,54,Yes,2,47,0,4,3,2,28,3,No
54,Male,Married,Finance,Executive,2,4552,30,22,11,4,1,1,4,99,Yes,7,45,7,1,1,1,34,1,Yes
54,Female,Married,Sales,Manager,5,6085,29,3,10,8,2,1,1,33,No,3,50,16,1,4,4,26,2,No
20,Female,Single,Sales,Assistant,3,3156,25,5,14,5,2,5,4,26,Yes,1,58,12,2,3,2,13,2,No
59,Male,Married,Marketing,Executive,5,11926,79,9,6,5,3,4,4,6,No,8,41,13,2,4,4,44,4,No
41,Male,Married,HR,Assistant,4,10162,93,18,6,3,3,1,4,2,Yes,8,40,4,1,1,2,37,2,No
48,Female,Single,HR,Executive,4,11055,82,11,2,0,4,5,2,46,Yes,3,35,5,2,3,3,13,3,No
27,Female,Married,IT,Analyst,4,7654,57,16,2,4,3,3,2,96,No,7,32,5,3,4,2,38,1,No
30,Male,Single,Marketing,Manager,4,14468,83,2,14,8,3,4,4,1,No,9,43,7,1,4,4,25,4,No
56,Male,Single,Finance,Executive,1,3154,27,12,2,7,3,1,3,79,No,8,57,12,2,3,4,47,4,No
33,Female,Divorced,Marketing,Analyst,3,10950,24,22,10,7,1,3,4,24,Yes,3,31,17,4,3,3,23,2,No
49,Female,Divorced,IT,Manager,3,18323,89,6,12,4,3,5,4,59,Yes,2,40,3,1,1,4,22,3,No
54,Female,Divorced,Marketing,Manager,4,7626,96,11,1,8,3,1,1,78,Yes,7,51,16,1,2,3,21,4,No
40,Female,Divorced,Marketing,Executive,1,17259,55,27,5,2,2,1,4,23,No,7,32,4,4,4,3,30,3,No
56,Male,Married,IT,Manager,4,17873,64,8,8,2,1,3,2,14,Yes,9,47,2,4,3,4,11,3,No
24,Female,Divorced,HR,Executive,1,16016,85,12,2,0,4,1,1,94,Yes,5,30,3,2,3,1,4,1,Yes
38,Female,Single,Finance,Manager,4,12369,73,29,13,8,4,2,3,13,No,4,59,4,4,3,4,33,1,No
33,Male,Married,IT,Assistant,2,3153,53,27,5,5,3,1,1,53,Yes,8,53,13,3,4,4,47,1,No
45,Female,Divorced,Sales,Analyst,2,10853,17,2,12,1,4,4,3,77,Yes,4,30,14,1,1,2,12,3,No
23,Male,Single,HR,Assistant,5,15379,90,9,8,7,4,3,1,5,No,4,41,19,3,2,4,9,1,Yes
44,Female,Married,Sales,Executive,4,18792,21,15,10,8,4,4,1,77,No,2,44,16,2,4,2,32,4,Yes
44,Female,Married,HR,Assistant,3,8599,63,2,14,8,3,5,3,80,No,1,34,5,4,1,2,11,4,No
37,Male,Divorced,Finance,Executive,5,17785,40,29,5,1,4,4,2,17,No,4,56,9,1,4,4,37,2,Yes
59,Male,Married,Finance,Manager,2,14049,47,1,2,1,3,2,2,19,No,7,35,15,4,4,3,24,3,No
27,Female,Single,Marketing,Manager,4,3786,62,10,3,6,2,2,2,61,No,9,45,16,4,3,1,7,1,No
58,Female,Married,Sales,Executive,5,7368,93,2,6,3,2,4,1,80,No,9,56,13,2,1,4,8,4,No
59,Female,Single,HR,Assistant,4,17923,16,12,11,0,4,5,4,79,No,1,41,19,2,3,4,33,3,No
33,Male,Married,Finance,Manager,2,7272,85,23,11,7,2,1,1,39,No,5,41,11,2,3,3,25,3,No
51,Female,Divorced,IT,Analyst,5,8994,46,8,5,1,3,2,4,38,Yes,7,32,8,2,1,2,1,1,No
57,Male,Single,Finance,Manager,2,10011,18,5,11,2,2,4,4,51,No,7,59,14,1,3,3,3,3,Yes
52,Male,Married,IT,Analyst,1,17086,34,22,4,4,4,4,2,31,No,6,52,11,3,3,3,40,1,No
42,Female,Married,HR,Assistant,2,12261,50,28,4,2,3,4,4,72,Yes,4,31,13,3,2,2,28,1,No
34,Male,Married,Finance,Analyst,4,10011,46,1,5,6,1,1,1,26,No,3,36,17,1,1,4,43,1,No
52,Female,Single,Finance,Analyst,3,4212,42,15,2,6,3,3,1,51,Yes,9,31,19,4,1,3,33,3,Yes
44,Female,Single,HR,Analyst,2,17141,91,6,9,1,2,5,2,96,Yes,4,50,5,1,3,3,46,3,Yes
36,Female,Single,Finance,Analyst,3,12344,15,12,2,6,1,3,3,62,No,8,36,3,3,3,4,1,1,No
52,Female,Divorced,IT,Manager,1,9704,74,8,10,5,3,5,1,73,Yes,1,40,11,3,1,4,38,3,No
21,Female,Divorced,Finance,Analyst,5,18896,70,13,2,9,1,5,4,62,No,7,40,12,1,1,1,27,1,No
33,Male,Single,Sales,Manager,5,3143,49,19,10,8,1,4,1,16,No,6,43,18,2,4,3,38,2,No
59,Male,Married,Marketing,Analyst,3,13681,44,27,14,8,1,2,1,48,Yes,1,32,12,4,1,1,35,3,No
59,Female,Divorced,IT,Executive,5,10367,68,1,9,1,3,4,1,99,Yes,4,43,11,1,4,2,10,3,No
